k;Nk;Pk;Logk;LokPk;;;
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1786;32
;0;0;#¡NUM!;#¡NUM!;;1790;46
;0;0;#¡NUM!;#¡NUM!;;1797;17
;0;0;#¡NUM!;#¡NUM!;;1821;17
;0;0;#¡NUM!;#¡NUM!;;2122;25
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2466;18
;0;0;#¡NUM!;#¡NUM!;;1409;15
;0;0;#¡NUM!;#¡NUM!;;1432;14
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1489;15
;0;0;#¡NUM!;#¡NUM!;;1821;17
;0;0;#¡NUM!;#¡NUM!;;1394;20
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1503;5
;0;0;#¡NUM!;#¡NUM!;;1577;5
;0;0;#¡NUM!;#¡NUM!;;1590;23
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1672;9
;0;0;#¡NUM!;#¡NUM!;;1677;7
;0;0;#¡NUM!;#¡NUM!;;1679;20
;0;0;#¡NUM!;#¡NUM!;;1720;8
;0;0;#¡NUM!;#¡NUM!;;1818;8
;0;0;#¡NUM!;#¡NUM!;;1901;28
;0;0;#¡NUM!;#¡NUM!;;1904;11
;0;0;#¡NUM!;#¡NUM!;;1906;34
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1910;31
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;1943;20
;0;0;#¡NUM!;#¡NUM!;;2001;39
;0;0;#¡NUM!;#¡NUM!;;2035;20
;0;0;#¡NUM!;#¡NUM!;;2037;20
;0;0;#¡NUM!;#¡NUM!;;2040;15
;0;0;#¡NUM!;#¡NUM!;;2098;17
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2228;64
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2321;10
;0;0;#¡NUM!;#¡NUM!;;2522;69
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2539;43
;0;0;#¡NUM!;#¡NUM!;;2542;47
;0;0;#¡NUM!;#¡NUM!;;2602;28
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;2075;9
;0;0;#¡NUM!;#¡NUM!;;2372;14
;0;0;#¡NUM!;#¡NUM!;;1777;5
;0;0;#¡NUM!;#¡NUM!;;2116;29
;0;0;#¡NUM!;#¡NUM!;;2119;6
;0;0;#¡NUM!;#¡NUM!;;1381;6
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1690;15
;0;0;#¡NUM!;#¡NUM!;;1807;6
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;2098;17
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2295;5
;0;0;#¡NUM!;#¡NUM!;;2321;10
;0;0;#¡NUM!;#¡NUM!;;2372;14
;0;0;#¡NUM!;#¡NUM!;;2522;69
;0;0;#¡NUM!;#¡NUM!;;2603;28
;0;0;#¡NUM!;#¡NUM!;;1461;1
;0;0;#¡NUM!;#¡NUM!;;1542;18
;0;0;#¡NUM!;#¡NUM!;;1582;11
;0;0;#¡NUM!;#¡NUM!;;1660;30
;0;0;#¡NUM!;#¡NUM!;;1665;26
;0;0;#¡NUM!;#¡NUM!;;1666;2
;0;0;#¡NUM!;#¡NUM!;;1667;3
;0;0;#¡NUM!;#¡NUM!;;1697;10
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1709;23
;0;0;#¡NUM!;#¡NUM!;;1773;18
;0;0;#¡NUM!;#¡NUM!;;1828;37
;0;0;#¡NUM!;#¡NUM!;;1854;17
;0;0;#¡NUM!;#¡NUM!;;1871;33
;0;0;#¡NUM!;#¡NUM!;;1892;5
;0;0;#¡NUM!;#¡NUM!;;2127;5
;0;0;#¡NUM!;#¡NUM!;;2189;4
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2280;3
;0;0;#¡NUM!;#¡NUM!;;2294;4
;0;0;#¡NUM!;#¡NUM!;;2389;14
;0;0;#¡NUM!;#¡NUM!;;2441;3
;0;0;#¡NUM!;#¡NUM!;;1364;2
;0;0;#¡NUM!;#¡NUM!;;1396;8
;0;0;#¡NUM!;#¡NUM!;;1524;46
;0;0;#¡NUM!;#¡NUM!;;1525;12
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1727;5
;0;0;#¡NUM!;#¡NUM!;;1887;11
;0;0;#¡NUM!;#¡NUM!;;1898;9
;0;0;#¡NUM!;#¡NUM!;;2024;8
;0;0;#¡NUM!;#¡NUM!;;2075;9
;0;0;#¡NUM!;#¡NUM!;;2099;7
;0;0;#¡NUM!;#¡NUM!;;2141;18
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2371;3
;0;0;#¡NUM!;#¡NUM!;;2603;28
;0;0;#¡NUM!;#¡NUM!;;2604;11
;0;0;#¡NUM!;#¡NUM!;;2628;21
;0;0;#¡NUM!;#¡NUM!;;1462;11
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;2321;10
;0;0;#¡NUM!;#¡NUM!;;2334;17
;0;0;#¡NUM!;#¡NUM!;;2555;13
;0;0;#¡NUM!;#¡NUM!;;1979;2
;0;0;#¡NUM!;#¡NUM!;;1413;8
;0;0;#¡NUM!;#¡NUM!;;1434;15
;0;0;#¡NUM!;#¡NUM!;;1480;14
;0;0;#¡NUM!;#¡NUM!;;1983;24
;0;0;#¡NUM!;#¡NUM!;;2173;40
;0;0;#¡NUM!;#¡NUM!;;2234;2
;0;0;#¡NUM!;#¡NUM!;;1413;8
;0;0;#¡NUM!;#¡NUM!;;1415;10
;0;0;#¡NUM!;#¡NUM!;;1417;2
;0;0;#¡NUM!;#¡NUM!;;1434;15
;0;0;#¡NUM!;#¡NUM!;;1440;10
;0;0;#¡NUM!;#¡NUM!;;1442;13
;0;0;#¡NUM!;#¡NUM!;;1478;8
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;1476;6
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;2334;17
;0;0;#¡NUM!;#¡NUM!;;2391;2
;0;0;#¡NUM!;#¡NUM!;;2555;13
;0;0;#¡NUM!;#¡NUM!;;1484;9
;0;0;#¡NUM!;#¡NUM!;;1717;38
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1833;29
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2003;9
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1836;7
;0;0;#¡NUM!;#¡NUM!;;2032;13
;0;0;#¡NUM!;#¡NUM!;;2058;1
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2508;22
;0;0;#¡NUM!;#¡NUM!;;1439;14
;0;0;#¡NUM!;#¡NUM!;;1625;9
;0;0;#¡NUM!;#¡NUM!;;1733;22
;0;0;#¡NUM!;#¡NUM!;;1790;46
;0;0;#¡NUM!;#¡NUM!;;2045;5
;0;0;#¡NUM!;#¡NUM!;;2113;68
;0;0;#¡NUM!;#¡NUM!;;2116;29
;0;0;#¡NUM!;#¡NUM!;;2117;10
;0;0;#¡NUM!;#¡NUM!;;2118;2
;0;0;#¡NUM!;#¡NUM!;;2134;15
;0;0;#¡NUM!;#¡NUM!;;2251;2
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2344;10
;0;0;#¡NUM!;#¡NUM!;;2432;18
;0;0;#¡NUM!;#¡NUM!;;2450;4
;0;0;#¡NUM!;#¡NUM!;;2464;7
;0;0;#¡NUM!;#¡NUM!;;2473;44
;0;0;#¡NUM!;#¡NUM!;;2620;7
;0;0;#¡NUM!;#¡NUM!;;1393;1
;0;0;#¡NUM!;#¡NUM!;;1408;2
;0;0;#¡NUM!;#¡NUM!;;1487;1
;0;0;#¡NUM!;#¡NUM!;;1607;1
;0;0;#¡NUM!;#¡NUM!;;1822;2
;0;0;#¡NUM!;#¡NUM!;;1946;3
;0;0;#¡NUM!;#¡NUM!;;1968;20
;0;0;#¡NUM!;#¡NUM!;;2036;11
;0;0;#¡NUM!;#¡NUM!;;2252;4
;0;0;#¡NUM!;#¡NUM!;;2583;4
;0;0;#¡NUM!;#¡NUM!;;1409;15
;0;0;#¡NUM!;#¡NUM!;;1432;14
;0;0;#¡NUM!;#¡NUM!;;1466;18
;0;0;#¡NUM!;#¡NUM!;;1467;10
;0;0;#¡NUM!;#¡NUM!;;1821;17
;0;0;#¡NUM!;#¡NUM!;;2406;11
;0;0;#¡NUM!;#¡NUM!;;1691;42
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2518;15
;0;0;#¡NUM!;#¡NUM!;;1818;8
;0;0;#¡NUM!;#¡NUM!;;2292;9
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1708;18
;0;0;#¡NUM!;#¡NUM!;;1715;8
;0;0;#¡NUM!;#¡NUM!;;1750;6
;0;0;#¡NUM!;#¡NUM!;;2083;78
;0;0;#¡NUM!;#¡NUM!;;2486;7
;0;0;#¡NUM!;#¡NUM!;;2517;76
;0;0;#¡NUM!;#¡NUM!;;2611;7
;0;0;#¡NUM!;#¡NUM!;;2612;7
;0;0;#¡NUM!;#¡NUM!;;1420;22
;0;0;#¡NUM!;#¡NUM!;;1452;2
;0;0;#¡NUM!;#¡NUM!;;1530;88
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1779;8
;0;0;#¡NUM!;#¡NUM!;;1786;32
;0;0;#¡NUM!;#¡NUM!;;1797;17
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;1833;29
;0;0;#¡NUM!;#¡NUM!;;1836;7
;0;0;#¡NUM!;#¡NUM!;;1873;9
;0;0;#¡NUM!;#¡NUM!;;1875;15
;0;0;#¡NUM!;#¡NUM!;;1886;55
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;2052;19
;0;0;#¡NUM!;#¡NUM!;;2065;11
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2422;8
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2432;18
;0;0;#¡NUM!;#¡NUM!;;2493;34
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;1530;88
;0;0;#¡NUM!;#¡NUM!;;1557;20
;0;0;#¡NUM!;#¡NUM!;;1711;50
;0;0;#¡NUM!;#¡NUM!;;1886;55
;0;0;#¡NUM!;#¡NUM!;;1903;33
;0;0;#¡NUM!;#¡NUM!;;2039;54
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;2073;24
;0;0;#¡NUM!;#¡NUM!;;2085;10
;0;0;#¡NUM!;#¡NUM!;;2214;30
;0;0;#¡NUM!;#¡NUM!;;2267;84
;0;0;#¡NUM!;#¡NUM!;;2416;27
;0;0;#¡NUM!;#¡NUM!;;2440;21
;0;0;#¡NUM!;#¡NUM!;;2460;16
;0;0;#¡NUM!;#¡NUM!;;2469;18
;0;0;#¡NUM!;#¡NUM!;;2477;75
;0;0;#¡NUM!;#¡NUM!;;2492;35
;0;0;#¡NUM!;#¡NUM!;;2499;12
;0;0;#¡NUM!;#¡NUM!;;2502;32
;0;0;#¡NUM!;#¡NUM!;;2510;19
;0;0;#¡NUM!;#¡NUM!;;2511;39
;0;0;#¡NUM!;#¡NUM!;;2522;69
;0;0;#¡NUM!;#¡NUM!;;2572;84
;0;0;#¡NUM!;#¡NUM!;;2576;65
;0;0;#¡NUM!;#¡NUM!;;1619;9
;0;0;#¡NUM!;#¡NUM!;;2414;1
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1671;18
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1911;24
;0;0;#¡NUM!;#¡NUM!;;2053;39
;0;0;#¡NUM!;#¡NUM!;;2090;19
;0;0;#¡NUM!;#¡NUM!;;2350;108
;0;0;#¡NUM!;#¡NUM!;;2517;76
;0;0;#¡NUM!;#¡NUM!;;2522;69
;0;0;#¡NUM!;#¡NUM!;;2528;68
;0;0;#¡NUM!;#¡NUM!;;2529;46
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2539;43
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;1502;2
;0;0;#¡NUM!;#¡NUM!;;1555;3
;0;0;#¡NUM!;#¡NUM!;;1565;7
;0;0;#¡NUM!;#¡NUM!;;1569;9
;0;0;#¡NUM!;#¡NUM!;;1584;27
;0;0;#¡NUM!;#¡NUM!;;1592;5
;0;0;#¡NUM!;#¡NUM!;;1770;8
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;2053;39
;0;0;#¡NUM!;#¡NUM!;;2106;10
;0;0;#¡NUM!;#¡NUM!;;2131;4
;0;0;#¡NUM!;#¡NUM!;;2160;11
;0;0;#¡NUM!;#¡NUM!;;2163;4
;0;0;#¡NUM!;#¡NUM!;;2171;5
;0;0;#¡NUM!;#¡NUM!;;2179;62
;0;0;#¡NUM!;#¡NUM!;;2210;37
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;2236;37
;0;0;#¡NUM!;#¡NUM!;;2239;4
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2374;57
;0;0;#¡NUM!;#¡NUM!;;2392;5
;0;0;#¡NUM!;#¡NUM!;;2410;19
;0;0;#¡NUM!;#¡NUM!;;2630;7
;0;0;#¡NUM!;#¡NUM!;;2634;4
;0;0;#¡NUM!;#¡NUM!;;2635;18
;0;0;#¡NUM!;#¡NUM!;;2106;10
;0;0;#¡NUM!;#¡NUM!;;1672;9
;0;0;#¡NUM!;#¡NUM!;;1677;7
;0;0;#¡NUM!;#¡NUM!;;1679;20
;0;0;#¡NUM!;#¡NUM!;;1494;27
;0;0;#¡NUM!;#¡NUM!;;1515;44
;0;0;#¡NUM!;#¡NUM!;;1701;21
;0;0;#¡NUM!;#¡NUM!;;1708;18
;0;0;#¡NUM!;#¡NUM!;;1715;8
;0;0;#¡NUM!;#¡NUM!;;1735;20
;0;0;#¡NUM!;#¡NUM!;;1751;24
;0;0;#¡NUM!;#¡NUM!;;1906;34
;0;0;#¡NUM!;#¡NUM!;;1911;24
;0;0;#¡NUM!;#¡NUM!;;1948;5
;0;0;#¡NUM!;#¡NUM!;;1993;45
;0;0;#¡NUM!;#¡NUM!;;2035;20
;0;0;#¡NUM!;#¡NUM!;;2054;29
;0;0;#¡NUM!;#¡NUM!;;2083;78
;0;0;#¡NUM!;#¡NUM!;;2288;11
;0;0;#¡NUM!;#¡NUM!;;2434;7
;0;0;#¡NUM!;#¡NUM!;;2517;76
;0;0;#¡NUM!;#¡NUM!;;2522;69
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;1650;9
;0;0;#¡NUM!;#¡NUM!;;2257;25
;0;0;#¡NUM!;#¡NUM!;;1513;3
;0;0;#¡NUM!;#¡NUM!;;2221;9
;0;0;#¡NUM!;#¡NUM!;;1539;7
;0;0;#¡NUM!;#¡NUM!;;1556;7
;0;0;#¡NUM!;#¡NUM!;;1590;23
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1682;3
;0;0;#¡NUM!;#¡NUM!;;1724;26
;0;0;#¡NUM!;#¡NUM!;;1904;11
;0;0;#¡NUM!;#¡NUM!;;1978;4
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2433;16
;0;0;#¡NUM!;#¡NUM!;;2612;7
;0;0;#¡NUM!;#¡NUM!;;1565;7
;0;0;#¡NUM!;#¡NUM!;;1569;9
;0;0;#¡NUM!;#¡NUM!;;2033;10
;0;0;#¡NUM!;#¡NUM!;;2546;11
;0;0;#¡NUM!;#¡NUM!;;2526;10
;0;0;#¡NUM!;#¡NUM!;;2544;30
;0;0;#¡NUM!;#¡NUM!;;2552;14
;0;0;#¡NUM!;#¡NUM!;;1711;50
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1983;24
;0;0;#¡NUM!;#¡NUM!;;2019;12
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2248;7
;0;0;#¡NUM!;#¡NUM!;;2305;10
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;1722;2
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2373;10
;0;0;#¡NUM!;#¡NUM!;;1512;19
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1671;18
;0;0;#¡NUM!;#¡NUM!;;1879;10
;0;0;#¡NUM!;#¡NUM!;;1882;15
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1983;24
;0;0;#¡NUM!;#¡NUM!;;2049;23
;0;0;#¡NUM!;#¡NUM!;;2053;39
;0;0;#¡NUM!;#¡NUM!;;2054;29
;0;0;#¡NUM!;#¡NUM!;;2064;19
;0;0;#¡NUM!;#¡NUM!;;2067;22
;0;0;#¡NUM!;#¡NUM!;;2083;78
;0;0;#¡NUM!;#¡NUM!;;2090;19
;0;0;#¡NUM!;#¡NUM!;;2146;12
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2212;30
;0;0;#¡NUM!;#¡NUM!;;2277;21
;0;0;#¡NUM!;#¡NUM!;;2305;10
;0;0;#¡NUM!;#¡NUM!;;2517;76
;0;0;#¡NUM!;#¡NUM!;;2528;68
;0;0;#¡NUM!;#¡NUM!;;2538;117
;0;0;#¡NUM!;#¡NUM!;;2539;43
;0;0;#¡NUM!;#¡NUM!;;2542;47
;0;0;#¡NUM!;#¡NUM!;;2616;95
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1522;14
;0;0;#¡NUM!;#¡NUM!;;1720;8
;0;0;#¡NUM!;#¡NUM!;;1851;33
;0;0;#¡NUM!;#¡NUM!;;1972;31
;0;0;#¡NUM!;#¡NUM!;;1992;10
;0;0;#¡NUM!;#¡NUM!;;2011;18
;0;0;#¡NUM!;#¡NUM!;;2278;12
;0;0;#¡NUM!;#¡NUM!;;2585;22
;0;0;#¡NUM!;#¡NUM!;;2594;44
;0;0;#¡NUM!;#¡NUM!;;1584;27
;0;0;#¡NUM!;#¡NUM!;;2410;19
;0;0;#¡NUM!;#¡NUM!;;2634;4
;0;0;#¡NUM!;#¡NUM!;;2635;18
;0;0;#¡NUM!;#¡NUM!;;1435;2
;0;0;#¡NUM!;#¡NUM!;;1581;17
;0;0;#¡NUM!;#¡NUM!;;1969;5
;0;0;#¡NUM!;#¡NUM!;;2257;25
;0;0;#¡NUM!;#¡NUM!;;2272;29
;0;0;#¡NUM!;#¡NUM!;;2281;6
;0;0;#¡NUM!;#¡NUM!;;2284;18
;0;0;#¡NUM!;#¡NUM!;;2289;32
;0;0;#¡NUM!;#¡NUM!;;2300;11
;0;0;#¡NUM!;#¡NUM!;;2311;13
;0;0;#¡NUM!;#¡NUM!;;2315;13
;0;0;#¡NUM!;#¡NUM!;;2323;2
;0;0;#¡NUM!;#¡NUM!;;2339;9
;0;0;#¡NUM!;#¡NUM!;;2505;9
;0;0;#¡NUM!;#¡NUM!;;2506;9
;0;0;#¡NUM!;#¡NUM!;;2575;7
;0;0;#¡NUM!;#¡NUM!;;2582;9
;0;0;#¡NUM!;#¡NUM!;;2645;24
;0;0;#¡NUM!;#¡NUM!;;1662;9
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;2373;10
;0;0;#¡NUM!;#¡NUM!;;1608;125
;0;0;#¡NUM!;#¡NUM!;;1628;3
;0;0;#¡NUM!;#¡NUM!;;1641;32
;0;0;#¡NUM!;#¡NUM!;;2147;38
;0;0;#¡NUM!;#¡NUM!;;2293;11
;0;0;#¡NUM!;#¡NUM!;;2585;22
;0;0;#¡NUM!;#¡NUM!;;2602;28
;0;0;#¡NUM!;#¡NUM!;;1401;44
;0;0;#¡NUM!;#¡NUM!;;1720;8
;0;0;#¡NUM!;#¡NUM!;;1908;78
;0;0;#¡NUM!;#¡NUM!;;1910;31
;0;0;#¡NUM!;#¡NUM!;;1396;8
;0;0;#¡NUM!;#¡NUM!;;1474;37
;0;0;#¡NUM!;#¡NUM!;;1525;12
;0;0;#¡NUM!;#¡NUM!;;1526;25
;0;0;#¡NUM!;#¡NUM!;;1544;34
;0;0;#¡NUM!;#¡NUM!;;1656;8
;0;0;#¡NUM!;#¡NUM!;;1660;30
;0;0;#¡NUM!;#¡NUM!;;1663;9
;0;0;#¡NUM!;#¡NUM!;;1676;9
;0;0;#¡NUM!;#¡NUM!;;1694;23
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1771;3
;0;0;#¡NUM!;#¡NUM!;;1828;37
;0;0;#¡NUM!;#¡NUM!;;1871;33
;0;0;#¡NUM!;#¡NUM!;;1887;11
;0;0;#¡NUM!;#¡NUM!;;1898;9
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;2024;8
;0;0;#¡NUM!;#¡NUM!;;2099;7
;0;0;#¡NUM!;#¡NUM!;;2141;18
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2176;11
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2201;13
;0;0;#¡NUM!;#¡NUM!;;2232;20
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2321;10
;0;0;#¡NUM!;#¡NUM!;;2334;17
;0;0;#¡NUM!;#¡NUM!;;2372;14
;0;0;#¡NUM!;#¡NUM!;;2389;14
;0;0;#¡NUM!;#¡NUM!;;2390;4
;0;0;#¡NUM!;#¡NUM!;;2393;35
;0;0;#¡NUM!;#¡NUM!;;2396;20
;0;0;#¡NUM!;#¡NUM!;;2555;13
;0;0;#¡NUM!;#¡NUM!;;2603;28
;0;0;#¡NUM!;#¡NUM!;;2628;21
;0;0;#¡NUM!;#¡NUM!;;1526;25
;0;0;#¡NUM!;#¡NUM!;;1579;3
;0;0;#¡NUM!;#¡NUM!;;2528;68
;0;0;#¡NUM!;#¡NUM!;;2589;6
;0;0;#¡NUM!;#¡NUM!;;1523;7
;0;0;#¡NUM!;#¡NUM!;;1525;12
;0;0;#¡NUM!;#¡NUM!;;1698;87
;0;0;#¡NUM!;#¡NUM!;;1773;18
;0;0;#¡NUM!;#¡NUM!;;1871;33
;0;0;#¡NUM!;#¡NUM!;;1912;35
;0;0;#¡NUM!;#¡NUM!;;1996;5
;0;0;#¡NUM!;#¡NUM!;;2141;18
;0;0;#¡NUM!;#¡NUM!;;2168;43
;0;0;#¡NUM!;#¡NUM!;;2199;7
;0;0;#¡NUM!;#¡NUM!;;2213;5
;0;0;#¡NUM!;#¡NUM!;;2270;40
;0;0;#¡NUM!;#¡NUM!;;2306;33
;0;0;#¡NUM!;#¡NUM!;;2317;4
;0;0;#¡NUM!;#¡NUM!;;2393;35
;0;0;#¡NUM!;#¡NUM!;;2579;63
;0;0;#¡NUM!;#¡NUM!;;2628;21
;0;0;#¡NUM!;#¡NUM!;;1409;15
;0;0;#¡NUM!;#¡NUM!;;1531;31
;0;0;#¡NUM!;#¡NUM!;;1578;15
;0;0;#¡NUM!;#¡NUM!;;1754;10
;0;0;#¡NUM!;#¡NUM!;;1762;45
;0;0;#¡NUM!;#¡NUM!;;1768;23
;0;0;#¡NUM!;#¡NUM!;;1786;32
;0;0;#¡NUM!;#¡NUM!;;1803;9
;0;0;#¡NUM!;#¡NUM!;;1817;41
;0;0;#¡NUM!;#¡NUM!;;1821;17
;0;0;#¡NUM!;#¡NUM!;;1958;32
;0;0;#¡NUM!;#¡NUM!;;1962;58
;0;0;#¡NUM!;#¡NUM!;;1964;30
;0;0;#¡NUM!;#¡NUM!;;2122;25
;0;0;#¡NUM!;#¡NUM!;;2246;25
;0;0;#¡NUM!;#¡NUM!;;2320;47
;0;0;#¡NUM!;#¡NUM!;;2424;27
;0;0;#¡NUM!;#¡NUM!;;2473;44
;0;0;#¡NUM!;#¡NUM!;;2508;22
;0;0;#¡NUM!;#¡NUM!;;2588;9
;0;0;#¡NUM!;#¡NUM!;;1947;4
;0;0;#¡NUM!;#¡NUM!;;1399;6
;0;0;#¡NUM!;#¡NUM!;;1497;47
;0;0;#¡NUM!;#¡NUM!;;1635;30
;0;0;#¡NUM!;#¡NUM!;;1717;38
;0;0;#¡NUM!;#¡NUM!;;1730;59
;0;0;#¡NUM!;#¡NUM!;;1824;85
;0;0;#¡NUM!;#¡NUM!;;1831;15
;0;0;#¡NUM!;#¡NUM!;;1851;33
;0;0;#¡NUM!;#¡NUM!;;1873;9
;0;0;#¡NUM!;#¡NUM!;;1886;55
;0;0;#¡NUM!;#¡NUM!;;1903;33
;0;0;#¡NUM!;#¡NUM!;;1917;19
;0;0;#¡NUM!;#¡NUM!;;1958;32
;0;0;#¡NUM!;#¡NUM!;;2039;54
;0;0;#¡NUM!;#¡NUM!;;2044;78
;0;0;#¡NUM!;#¡NUM!;;2073;24
;0;0;#¡NUM!;#¡NUM!;;2079;37
;0;0;#¡NUM!;#¡NUM!;;2085;10
;0;0;#¡NUM!;#¡NUM!;;2089;5
;0;0;#¡NUM!;#¡NUM!;;2120;28
;0;0;#¡NUM!;#¡NUM!;;2149;46
;0;0;#¡NUM!;#¡NUM!;;2157;12
;0;0;#¡NUM!;#¡NUM!;;2178;4
;0;0;#¡NUM!;#¡NUM!;;2211;60
;0;0;#¡NUM!;#¡NUM!;;2214;30
